 ==> 0.0027642056052
Kit, Chunyu ==> 0.000224513689032
Mikami, Yoshiki ==> 4.52249156364e-05
Hasegawa-Johnson, Mark ==> 2.63399340761e-05
Federmann, Christian ==> 9.16872546274e-05
Hunze, Rudolf ==> 3.88515276234e-05
Jain, Alpa ==> 5.73190054775e-05
De Salvo Braz, Rodrigo ==> 6.09423064236e-05
Kron, Elisabeth ==> 2.56775356394e-05
Rhodes, Katherine ==> 2.92694200293e-05
Mitkov, Ruslan ==> 0.000449295125279
Maks, Isa ==> 2.5975903941e-05
Lewy, Nicolas ==> 2.77240514796e-05
Scholtz, Jean ==> 1.8229083857e-05
Issar, Sunil ==> 0.000126196646865
Gregory, D. ==> 3.30292415627e-05
Lu, Zhimao ==> 5.25076210363e-05
Kozareva, Zornitsa ==> 0.000147175987412
Chen, Huey-Chyun ==> 2.80495123485e-05
Chodorow, Martin S. ==> 0.000882064481233
Kim, Kyoung-Young ==> 4.83152990641e-05
Brew, Chris ==> 0.000527998998424
Guegan, Marie ==> 2.27472017492e-05
Parinee, Muangyunnan ==> 4.36346791979e-05
Libbus, Bisharah ==> 2.60457704884e-05
Yongyuth, Panita ==> 1.80816003594e-05
McEntire, Robin ==> 2.71783456081e-05
Tanaka, Hidehiko ==> 7.20056051128e-05
Regneri, Michaela ==> 5.64169417763e-05
Van Berkelt, Brigitte ==> 5.16240860383e-05
Dimitriadis, Alexis ==> 2.58051714101e-05
Gawron, Jean Mark ==> 0.000615469407012
Fawcett, Robin P. ==> 3.94322511549e-05
Schneider, Gerold ==> 0.000224415466637
Betz, Jonathan ==> 5.04760418099e-05
Ilgen, Marc R. ==> 2.24087218143e-05
Wallis, Michael ==> 3.40950585213e-05
Whittaker, Edward W. D. ==> 6.07602442849e-05
Riley, Michael D. ==> 0.000133566716338
Marc, Daniel ==> 3.75384033024e-05
Foster, George ==> 0.00061846922578
Hunter, Lawrence ==> 0.000227630143723
Plainfosse, Agnes ==> 3.98320378456e-05
Romary, Laurent ==> 0.000313189162552
Lyding, Verena ==> 3.10904323576e-05
Olivier, Patrick ==> 2.39877196474e-05
Kirchmann, Heinz ==> 3.10272900739e-05
Hukari, Thomas E. ==> 3.05470666898e-05
Liu, Xiaohua ==> 9.29782155882e-05
Beckman, Mary E. ==> 2.39189885658e-05
Eguchi, Koji ==> 3.68840929083e-05
Borys, Sarah ==> 5.30438849409e-05
Lerman, Kevin ==> 0.000113644727681
Al-Onaizan, Yaser ==> 0.00036752605694
Badran, Ahmed ==> 3.63279051103e-05
Zarri, Gian Piero ==> 1.9920532196e-05
Chen, Berlin ==> 2.81074490593e-05
Solan, Zach ==> 2.96792044139e-05
De Pauw, Guy ==> 3.93726277629e-05
Bork, Peer ==> 3.29688194715e-05
Thyme-Gobbel, Ann ==> 4.48731192613e-05
Kato, Yoshihide ==> 2.77554058529e-05
Takahashi, Tetsuro ==> 7.23984659537e-05
Nicholson, Jeremy ==> 7.68060623728e-05
Li, Yiping ==> 2.23642385972e-05
Karra, Vassia ==> 2.31132653652e-05
Durgar El-Kahlout, Ilknur ==> 0.000101919190731
Yoshida, Sho ==> 0.000112831372207
Chu, David ==> 4.04753632155e-05
Pauls, Adam ==> 4.56100991502e-05
Dong, Yuan ==> 6.80683554633e-05
Emami, Ahmad ==> 5.15678240369e-05
Svore, Krysta ==> 2.67509307931e-05
Gilardoni, Luca ==> 6.28322174063e-05
Komatani, Kazunori ==> 0.000137768483382
Ilarraza, A. Diaz de ==> 1.84904847112e-05
Fletcher, Ian ==> 2.77486430479e-05
Polzin, T. ==> 4.36267736927e-05
Uchiyama, Kiyoko ==> 1.95080679742e-05
Zhang, Yan ==> 3.14264656095e-05
Richter, Frank ==> 3.19203302401e-05
Coppola, Bonaventura ==> 0.000231308525501
Park, Jong C. ==> 0.000134212382004
Church, Kenneth Ward ==> 0.00387130412456
Khaltar, Badam-Osor ==> 3.71582902188e-05
Winter-Thielen, Jutta ==> 3.18902576202e-05
Kano, Yoshinobu ==> 2.8369218991e-05
Moller, Sebastian ==> 3.47602568823e-05
Baron, Don ==> 4.03320100588e-05
Attia, Mohammed ==> 4.14660369977e-05
Cammisa, Marco ==> 3.37495132613e-05
Ogawa, Yasuhiro ==> 5.63933560003e-05
Mittrapiyanuruk, Pradit ==> 2.20628298568e-05
Hasegawa, Takaaki ==> 0.000103340784367
Clarke, Charles L. A. ==> 9.70139165891e-05
Daland, Robert ==> 2.52662809324e-05
Osborne, Miles ==> 0.00111437311434
Lee, Gary Geunbae ==> 0.000427328560546
Tait, John Irving ==> 2.72373120036e-05
Sekiguchi, Youichi ==> 1.87060291832e-05
Zabludowski, Margalit ==> 5.7409187894e-05
Christoudias, C. Mario ==> 3.41089378788e-05
Shirai, Katsuhiko ==> 3.91957008484e-05
Abascal, Julio G. ==> 4.22383090657e-05
Daz, David ==> 5.13785823505e-05
Inui, Kentaro ==> 0.00055648389336
Lyon, Richard F. ==> 2.01744927818e-05
Reiter, Ehud ==> 0.000758413769139
Oates, Tim ==> 1.9217105074e-05
Novak, Hans-Joachim ==> 2.82596668943e-05
Blaheta, Don ==> 0.000111762964798
Ranaivo-Malancon, Bali ==> 1.80206453499e-05
Kupsc, Anna ==> 4.12371481571e-05
Huang, Jin ==> 4.84854812824e-05
Keim, Greg A. ==> 3.50466297417e-05
Matos, David Martins de ==> 2.49031616953e-05
Lu, Wei ==> 4.06486202331e-05
Evert, Stefan ==> 0.000102561336374
Clancey, William J. ==> 1.7915096446e-05
Clark, Herbert H. ==> 8.59329416127e-05
Genereux, Michel ==> 2.83304033817e-05
Lin, Chi-San Althon ==> 7.87763288887e-05
Nishiokayama, Shigeyuki ==> 3.1135961126e-05
Pennington, Christopher A. ==> 2.21220314358e-05
Davulcu, Hasan ==> 2.69180738818e-05
Ferrari, Stephane ==> 2.2859167189e-05
Menezo, Jacques ==> 5.63489995723e-05
Yang, Zooil ==> 4.47559410095e-05
Voorhees, Ellen M. ==> 0.000269330801564
Shimazu, Akira ==> 0.000309930889723
Cochard, Jean-Luc ==> 3.57160321666e-05
Vauthey, Barbara ==> 5.85582082639e-05
Wang, Xinhao ==> 7.63582519909e-05
Schmauks, Dagmar ==> 9.4679020616e-05
Hatvani, Csaba ==> 3.66236794055e-05
Rounds, William C. ==> 9.4049448209e-05
Cartier, Emmanuel ==> 2.05501028385e-05
Giménez, Jesús ==> 5.93908604683e-05
Yeh, Jui-Feng ==> 6.59840123632e-05
Kim, Seonho ==> 0.000161972242117
Torres, M. Ines ==> 4.85859254104e-05
Mareuil, Philippe Boula de ==> 1.81096304841e-05
Stibler, Kathleen ==> 4.81356198078e-05
Tsai, Wang-Ju ==> 5.56194648326e-05
Morency, Louis-Philippe ==> 3.86338998956e-05
Loos, Berenike ==> 0.000156436348262
Ball, Julian ==> 2.62288589673e-05
Koike, Chimato ==> 3.68167084508e-05
Hirohata, Kenji ==> 4.0039288976e-05
Mulkar, Rutu ==> 6.56890512904e-05
Mirroshandel, Ghassem ==> 2.35909868007e-05
Fiscus, Jonathan G. ==> 0.000355115133197
Arregi, Olatz ==> 3.71081447552e-05
Reiter, Nils ==> 3.27435847576e-05
Passarotti, Marco ==> 2.59105235877e-05
Ferrari, Giacomo ==> 6.92049254256e-05
Barbu, Eduard ==> 7.33755409366e-05
Creutz, Mathias ==> 0.000235646513778
Gibert, Karina ==> 2.37447225518e-05
Zhang, Kevin ==> 4.90126220539e-05
Prins, Robbert ==> 2.13420995905e-05
Reimann, Dorothee ==> 1.90838607843e-05
Lin, Jimmy ==> 0.000421966757398
Hara, Masami ==> 2.32902583484e-05
Fang, Hui ==> 2.61045434247e-05
Backofen, Rolf ==> 0.000139760101558
Braun, Gunter ==> 2.01034368853e-05
Manning, Brian ==> 3.69130487867e-05
Blin, Laurent ==> 2.37944651608e-05
Vergne, Jacques ==> 3.94416154918e-05
Smith, Tony C. ==> 7.98522267433e-05
Schank, Roger C. ==> 9.50816840512e-05
Matthiessen, Christian M. I. M. ==> 9.05302164078e-05
Churcher, Gavin E. ==> 2.14467117255e-05
Wu, Zhibiao ==> 9.04992571165e-05
Fletcher, William H. ==> 2.71909132523e-05
Bordag, Stefan ==> 4.111510667e-05
Kageura, Kyo ==> 0.000195625171832
Doi, Norihisa ==> 3.18914392391e-05
Paul, Patrick ==> 5.61806454519e-05
Bach, Nguyen ==> 0.000130957157451
Artiles, Javier ==> 0.000123217027831
Brown, Gretchen P. ==> 3.59030857622e-05
Gerstenberger, Ciprian ==> 5.88585033572e-05
Brennan, Susan E. ==> 0.000335703757491
Maguire, Peter ==> 2.77486430479e-05
Eagle, Nathan ==> 5.30132923549e-05
Yang, Gijoo ==> 5.0126387916e-05
Luckhardt, Heinz-Dirk ==> 5.298255071e-05
Huiming, Duan ==> 2.27322545591e-05
Dahl, Veronica ==> 0.000101218282949
Chen, Dongdong ==> 5.9068350351e-05
Gungordu, Zelal ==> 2.37055405787e-05
Ramos-Santacruz, Mila ==> 8.13406666283e-05
Atlam, El-Sayed ==> 1.91930087076e-05
Hamon, Olivier ==> 1.90268824122e-05
Omi, Yoshie ==> 2.2741649126e-05
Li, Bin ==> 2.19074981744e-05
Grishman, Ralph ==> 0.00291064972554
Nagata, Masaaki ==> 0.000555181907618
Levin, Lori S. ==> 0.000585446776275
Adda, Gilles ==> 6.65919297318e-05
Sangster, Barbara C. ==> 1.78381704925e-05
Abney, Steven P. ==> 0.000835720450975
Shinnou, Hiroyuki ==> 0.00013177794555
Gdaniec, Claudia ==> 0.000228868089255
Seide, Frank ==> 5.34345067916e-05
Dungca, Gary ==> 4.55615675128e-05
Turner-Maier, Jason ==> 2.77812714805e-05
Brunet-Manquat, Francis ==> 6.5514694057e-05
Murray-Rust, Peter ==> 3.77885348744e-05
Ter Doest, Hugo ==> 2.09371687578e-05
Gorz, Gunther ==> 6.11027119975e-05
Marrafa, Palmira ==> 3.87990685806e-05
Zillner, Sonja ==> 1.79208082085e-05
Dingare, Shipra ==> 6.05700544953e-05
Rääbis, Andriela ==> 3.85031688857e-05
Favareto, Chiara ==> 1.92013746447e-05
Son, Rob van ==> 2.59937100534e-05
Xu, Hongzhi ==> 3.57715549221e-05
Li, Xiaoge ==> 5.95001091933e-05
Bouaud, Jacques ==> 4.21910305251e-05
Liu, Hongfang ==> 1.7801965591e-05
Itou, Katunobu ==> 3.70998300053e-05
Boitet, Christian ==> 0.000531446447125
Xin, Chengsheng ==> 2.26812960672e-05
Akamine, Susumu ==> 9.61879100224e-05
Strayer, Susan E. ==> 5.36345372871e-05
Baldridge, Jason ==> 0.000457347393679
Bolohan, Orest ==> 5.56849046961e-05
Schmeier, Sven ==> 9.8338148021e-05
Jin, Yaohong ==> 3.00171541656e-05
Chen, Huowang ==> 3.21667148556e-05
Felshin, Sue ==> 2.54446565465e-05
Lipshutz, Mark ==> 4.66908807967e-05
Rui-Yu, Ni ==> 2.99327701804e-05
Streiter, Oliver ==> 4.13469158073e-05
Hassan, Hany ==> 0.000465159161715
Snow, Rion ==> 0.000163649536064
Ittycheriah, Abraham ==> 0.000743600056525
Varma, Vasudeva ==> 6.00865778966e-05
Newman, P. S. ==> 0.000134060253735
Rigau, German ==> 0.000770550551631
Wan, Ru ==> 3.19576741942e-05
Bel, Nuria ==> 5.60709913621e-05
Paukkeri, Mari-Sanna ==> 2.09836764101e-05
Nichols, Carol ==> 3.40568036384e-05
Atserias, Jordi ==> 0.000143231109974
Wang, Qin Iris ==> 0.000222724141238
Langsam, Yedidyah ==> 2.01266863376e-05
Hayakawa, Daichi ==> 3.64892533529e-05
Sinclair, Gail ==> 0.000138475596673
Lowery, Kirk ==> 1.77191682128e-05
Baker, Rachel ==> 3.4602238995e-05
Jones, Michael P. ==> 3.97667460757e-05
Merten, Stefan ==> 0.000115372217021
Schless, Volker ==> 3.84120576257e-05
Wang, Patrick ==> 3.09718760973e-05
Neuvel, Sylvain ==> 4.01742892415e-05
Macleod, Catherine ==> 0.000475875760103
Xu, Mingxing ==> 2.24002834989e-05
Sun, Qi ==> 2.7231168301e-05
Kanamaru, Toshiyuki ==> 5.77448329937e-05
Lu, Bao-Liang ==> 2.13947341634e-05
Keson, Britt ==> 2.44734850069e-05
Kumagai, T. ==> 3.62554614421e-05
Araki, Kenji ==> 0.000136709848885
Goutte, Cyril ==> 0.000191033823411
Lee, Do-Gil ==> 6.91286134326e-05
Husain, Samar ==> 9.76515599177e-05
Jones, Craig ==> 2.78771557646e-05
Yin, Ling ==> 4.47789630713e-05
Holm, Jenny ==> 4.88948329244e-05
Pullum, Geoffrey K. ==> 0.000179071863325
King, Jonathan ==> 4.64663828421e-05
Chao, Wen-Han ==> 2.43174233587e-05
Ishioka, Tsunenori ==> 3.10594018259e-05
Arens, Roman G. ==> 2.6989258604e-05
Price, W. L. ==> 7.72238929845e-05
Gonzalez, Hector ==> 4.26948257211e-05
Saint-Dizier, Patrick ==> 0.000152365366718
Kojilna, Takeyuki ==> 2.71884482942e-05
Chen, Zheng ==> 4.36537365095e-05
Reichert, Juergen ==> 3.63279051103e-05
Silk, Barry ==> 4.64995522014e-05
Tovena, Lucia M. ==> 3.30654182764e-05
Mehay, Dennis ==> 5.57129073854e-05
Ziegenhain, Ute ==> 9.35911908495e-05
Dolan, William B. ==> 0.000616782045934
Brooks, David J. ==> 1.80135031378e-05
Fourla, Athanassia ==> 2.67980927838e-05
Van Erp, Marieke ==> 3.12915224739e-05
Uszkoreit, Jakob ==> 6.35946875448e-05
Heylen, Kris ==> 2.71667177623e-05
Kempen, Gerard ==> 6.12578107895e-05
Ferrandez, Antonio ==> 0.000168821276409
Munoz, Marcia ==> 8.20556672838e-05
Deoskar, Tejaswini ==> 7.31896236612e-05
Mitamura, K. ==> 4.17996787475e-05
Auer, John ==> 4.71665492616e-05
Bamberg, Paul ==> 0.000196779974042
Golding, Andrew ==> 0.000182343181288
Bastin, V. ==> 2.9767434758e-05
Schiaffino, Robert ==> 2.10023454923e-05
Godbole, Shantanu ==> 2.02833635451e-05
Klein, Judith ==> 0.000132853420169
Tuggle, Francis D. ==> 1.9575539323e-05
Calderone, Basilio ==> 3.28061473919e-05
Oved, Iris ==> 2.42946813011e-05
Engelberg, Klaus-Jurgen ==> 3.01780644483e-05
Lertnattee, Verayuth ==> 2.10023454923e-05
Boisen, Sean ==> 0.000518503100774
Zanoli, Roberto ==> 2.91886093685e-05
Fitzgerald, Erin ==> 9.12523617768e-05
Hull, Jonathan J. ==> 3.80423912911e-05
Grabar, Natalia ==> 3.81184175879e-05
Belkin, Mikhail ==> 2.38147363191e-05
Bechet, Denis ==> 9.11583503419e-05
Gomez, Fernando ==> 8.6937246597e-05
Vrbova, Jarka ==> 7.09894099174e-05
Doan-Nguyen, Hai ==> 7.12276193033e-05
Gómez-Pérez, Asunción ==> 1.80816003594e-05
Broda, Bartosz ==> 4.43002335284e-05
Mirkovic, Danilo ==> 2.18812250413e-05
Kuroda, Kow ==> 2.9572476574e-05
Mamede, Nuno ==> 5.84066984858e-05
Reeker, Larry H. ==> 5.90918572331e-05
Panton, Kathy ==> 3.03533417842e-05
Maurel, Denis ==> 2.05501028385e-05
Kucera, Ondrej ==> 1.94932262295e-05
Gao, Jiang ==> 1.96305754501e-05
Lehnert, Wendy G. ==> 0.000354508375862
Blois, Marsden S. ==> 0.000122063887922
Hirschman, Lynette ==> 0.00197827536833
Akiba, Yasuhiro ==> 0.000113787989215
Ellis, Dan ==> 4.03320100588e-05
Kleeman, Alex ==> 4.83025320626e-05
Ney, Hermann ==> 0.00465370263575
Antoine, Jean-Yves ==> 3.00832025491e-05
Kato, Shuhei ==> 4.64165747218e-05
Stede, Manfred ==> 0.000292318609216
Demko, Michael ==> 2.76490035557e-05
Nakashima, Hideyuki ==> 4.11745392629e-05
Sedelow Jr., Walter A. ==> 1.95080679742e-05
Magnini, Bernardo ==> 0.000375125217182
Morgan, William T. ==> 8.99843294813e-05
Cullingford, R. E. ==> 3.06420484533e-05
Tomokiyo, Takashi ==> 3.4889691476e-05
Cucerzan, Silviu ==> 0.000402137008496
Fox, Lynne ==> 8.55440009146e-05
Op Den Akker, Rieks ==> 5.08130317268e-05
Guillaume, Bruno ==> 5.88401146096e-05
Caywood, Matthew ==> 3.62452848466e-05
Pan, Yi ==> 2.71724680592e-05
Prosser, Charles ==> 1.91375599073e-05
Veress, Fruzsina ==> 2.9422450392e-05
Uchida, Kazami ==> 3.2178694094e-05
Schlaefer, Nico ==> 2.32685598355e-05
Orloff, Jeremy ==> 3.82009423125e-05
Steves, Michelle ==> 2.99590640243e-05
Tutiya, S. ==> 3.62554614421e-05
Takuma, Daisuke ==> 3.67324622346e-05
Chen, Stanley F. ==> 0.000302582912706
Deodhare, Dipti ==> 2.87191089234e-05
Altmayer, Anne ==> 2.4809555794e-05
Choi, Freddy Y. Y. ==> 0.000270248734132
Cai, Dongfeng ==> 2.29884944756e-05
Foo, Shou King ==> 5.32119744342e-05
Petroff, Ivan ==> 2.33860041156e-05
Nomura, Hirosato ==> 0.000125123150188
Keller, Mikaela ==> 4.05877475273e-05
Bourguignon, C. ==> 4.24292230661e-05
Olsson, Fredrik ==> 6.51622982605e-05
Kugler, Marianne ==> 5.11947678178e-05
Leinonen, Therese ==> 2.19354839347e-05
Bas, Johan ==> 1.92193158794e-05
Reynaert, Martin ==> 5.43029775752e-05
Castelli, Margherita ==> 3.12775150511e-05
Eastman, C. M. ==> 3.73810462107e-05
Schmelzenbach, Mark ==> 0.000100035742875
Jobbins, Amanda C. ==> 4.96438738292e-05
Carberry, Sandra ==> 0.000751439027071
Rentzepopoulos, Panagiotis A. ==> 2.47459519734e-05
Vasishth, Shravan ==> 3.07512558953e-05
Radul, Alexey ==> 2.93596559608e-05
Axelrod, Amittai ==> 5.18886005549e-05
Umemura, Kyoji ==> 9.40664092319e-05
Goetz, Philip ==> 4.436573645e-05
Valdisoo, Maret ==> 3.85031688857e-05
Takamura, Hiroya ==> 0.000191114739842
Cahill, Lynne J. ==> 0.000204201714531
Chen, Bin ==> 2.15604005208e-05
Zhao, Shiqi ==> 0.000118440040085
Brietzmann, Astrid ==> 3.62209533309e-05
Sanfilippo, Antonio ==> 0.000192297236499
Bai, Ming-Hong ==> 7.02731008473e-05
Kahn, Jeremy G. ==> 9.37699378644e-05
Pallett, David S. ==> 0.000840893896126
Daille, Béatrice ==> 0.000297906928212
Brenier, Jason M. ==> 0.000112604362851
Dunlavy, Daniel M. ==> 2.40993734211e-05
Richey, Colleen ==> 2.73903410231e-05
Delmore, John ==> 2.10935185902e-05
Xu, Kui ==> 6.31880901742e-05
Black, William J. ==> 0.000116677867573
Boesefeldt, Katharina ==> 6.41499680349e-05
Pugeault, Florence ==> 2.58415662794e-05
Villata, Serena ==> 2.60823932876e-05
Schutze, Hinrich ==> 0.000776751710248
Hsu, Bo-June (Paul) ==> 5.54499646719e-05
Guinn, Curry I. ==> 6.93625382542e-05
Thiel, Manfred ==> 5.298255071e-05
Chua, Tat-Seng ==> 0.000204510947725
Matessa, Mike ==> 4.15796725639e-05
Shikano, Kiyohiro ==> 3.0043242725e-05
Kuo, Hong-Kwang ==> 1.91375599073e-05
Bias, Gabriel G. ==> 2.81656661247e-05
Lapshinova-Koltunski, Ekaterina ==> 2.2879208251e-05
Schmid, Helmut ==> 0.00037568717338
Kucera, Henry ==> 1.89738183553e-05
Montero, Calkin S. ==> 1.86936022661e-05
Shore, Jane ==> 2.09038242858e-05
Grau Puerto, Sergio ==> 2.90651226167e-05
Smola, Alex ==> 2.88716614527e-05
Scott, Sam ==> 2.75564248284e-05
Gorman, James ==> 8.07472422935e-05
Sanchis-Trilles, Germán ==> 6.10601920118e-05
Bensaid, Amine ==> 2.59240783044e-05
Grigoriev, Nikolai ==> 2.38831245021e-05
Parikh, Prashant ==> 2.99892729282e-05
Hasler, Laura ==> 7.37268775915e-05
Deprez, F. ==> 5.39881880266e-05
Inutsuka, Yusuke ==> 4.94384228218e-05
Fazly, Afsaneh ==> 0.000191625688958
Pazienza, Maria Teresa ==> 0.000526748966335
Schmidt, Hauke ==> 4.14064931473e-05
Aranovich, Roberto ==> 3.79533512569e-05
Fukumochi, Yoji ==> 2.59038341637e-05
Nakagawa, Tetsuji ==> 0.000250998820018
Horiguchi, Susumu ==> 3.08035515868e-05
Hewavitharana, Sanjika ==> 5.05907692782e-05
White, John S. ==> 7.90987283691e-05
Bhandari, Harendra ==> 1.92656769729e-05
Osenova, Petya ==> 5.61345104014e-05
Agarwal, Rajeev ==> 0.000105577881287
Tanaka, Hideki ==> 0.000264930151046
Moreno-Sandoval, Antonio ==> 7.77373276867e-05
Weir, Carl ==> 0.000191281990349
Korkrmaz, Turgay ==> 1.91645437268e-05
Alvarez, Amaury ==> 3.69130487867e-05
Collins-Thompson, Kevyn ==> 8.25171890723e-05
Arregi, X. ==> 1.84904847112e-05
Leong, Ka Seng ==> 2.23642385972e-05
Fallucchi, Francesca ==> 3.40062814968e-05
Lim, Joon-Ho ==> 3.64926802941e-05
Kese, Ralf ==> 6.14557369378e-05
Shi, Zhongmin ==> 6.06302059836e-05
Goldberg, Yoav ==> 0.000213265388251
Utsumi, Akira ==> 2.24167472951e-05
Ivanova, Kremena ==> 2.31082696797e-05
Ozgur, Arzucan ==> 3.62858416414e-05
Sofkova Hashemi, Sylvana ==> 2.21391411132e-05
Suarez, Armando ==> 0.00013700910461
Bechet, Frederic ==> 0.000114270993533
MarciÅ„czuk, MichaÅ‚ ==> 3.53518566616e-05
Bansleben, Erik ==> 6.47336453903e-05
Wallington, A.M. ==> 2.86403744535e-05
Riloff, Ellen ==> 0.00132912927209
Sokolova, Lena ==> 2.72964764863e-05
Nisimura, Hirohiko ==> 3.85533409214e-05
Punyakanok, Vasin ==> 0.000318699953373
Verspoor, Cornelia Maria ==> 5.70232241817e-05
Begeja, Lee ==> 1.91839343919e-05
Hoffmann, Paul ==> 0.000166802445104
Li, Cong ==> 0.00014095539384
Moisl, Hermann ==> 2.15040345751e-05
Waibel, Alex ==> 0.000696287401802
Bontas, Elena Paslaru ==> 2.15926352512e-05
Priya, Ritwik ==> 2.07060782587e-05
Ahmed, Syed Toufeeq ==> 2.69180738818e-05
Llido, Paul ==> 2.58287673173e-05
Wood, Mary McGee ==> 0.000157762623264
Boland, Julie E. ==> 6.57161836958e-05
Kurz, Daniela ==> 3.34552422667e-05
Nagata, Junji ==> 6.12468685418e-05
HaCohen-Kerner, Yaakov ==> 2.28261235499e-05
Echihabi, Abdessamad ==> 0.000378140648502
Fuentes, Maria ==> 1.91252055656e-05
Lee, Young-Jik ==> 2.07235044826e-05
He, Zhongjun ==> 0.000104999364756
Shao, Li ==> 3.87210466568e-05
Ingersoll, Grant ==> 1.95646938815e-05
Villarejo, Luis ==> 5.54073385059e-05
Muto, Yukiyoshi ==> 2.46267389097e-05
Bensley, Jeremy ==> 5.98150112457e-05
Staab, Steffen ==> 5.44696708954e-05
Schwartz, Lane ==> 2.69609916991e-05
Teyssier, Marc ==> 6.68450139532e-05
Slocum, Jonathan ==> 0.000547362009964
Hladka, Barbora ==> 0.000197688936042
Murthi, Vijay ==> 2.3933669946e-05
Prasad, Rashmi ==> 0.000389091304064
Sutton, Stephen ==> 3.79967237389e-05
Kapah, Oren ==> 3.66867178216e-05
Govindappa, Sunil ==> 2.78555894346e-05
Johnson, Rod L. ==> 0.000147054226175
Bayer, Samuel ==> 5.72834028661e-05
Ericsson, Stina ==> 5.32505701978e-05
Boullier, Pierre ==> 0.000121601730964
Song, Xinying ==> 5.56051392723e-05
Isozaki, Hideki ==> 0.000642093709096
Yoshinaga, Naoki ==> 0.000102109563754
Crookston, Ian ==> 3.42719633833e-05
Duffy, Nigel ==> 0.000172252361931
Bean, David L. ==> 9.66075575291e-05
Mayfield, Laura ==> 5.20550129799e-05
Allaria, Gianluca ==> 4.55364285737e-05
Haas, Norman ==> 3.69908387612e-05
Yeh, Kevin C. ==> 2.00542903507e-05
Xia, Xuanyin ==> 1.86045461264e-05
McEntee, Tom ==> 2.10935185902e-05
Ku, Wei ==> 0.000117249182934
Saon, G. ==> 2.2785846764e-05
Panevova, Jarmila ==> 6.74636000658e-05
Stone, Matthew ==> 0.000520072942826
Obermeier, Klaus K. ==> 1.82035247689e-05
Å vec, Jan ==> 2.51111860334e-05
Liu, Xingkun ==> 4.80466115583e-05
Bestgen, Yves ==> 6.34538376932e-05
Rosenfeld, Roni ==> 0.000212430405452
Schulz, Klaus U. ==> 6.16247758786e-05
Brent, Michael R. ==> 0.000412768155615
Wu, Ke ==> 2.13947341634e-05
Liekens, Anthony ==> 5.24886464908e-05
Boberg, Jorma ==> 3.7312048877e-05
Saito, Teruka ==> 8.72713105168e-05
Childs, Lois C. ==> 2.97877110286e-05
Mauser, Arne ==> 6.96368823849e-05
Goodine, D. ==> 5.91339798603e-05
Eisenstein, Jacob ==> 0.00021643819979
Mazaudon, Martine ==> 4.97384016992e-05
Roth, Robert ==> 0.0002275367507
Lenin, James A. ==> 3.41319603609e-05
Hamp, Birgit ==> 6.01276291292e-05
Love, Douglas ==> 2.87046591153e-05
Iwanska, Lucja M. ==> 0.000109634133335
Kubler, Natalie ==> 2.77240514796e-05
Kaji, Hiroyuki ==> 0.000291735534572
Charoenporn, Thatsanee ==> 0.000127198448531
Debole, Franca ==> 2.03166481332e-05
Lee, Hodong ==> 5.39284728612e-05
Huang, Xiuming ==> 0.000101225371815
Zollo, Teresa ==> 1.81096304841e-05
Lewin, Ian ==> 6.83298458447e-05
Quimby, Rob ==> 2.17219941781e-05
Lebowitz, Michael ==> 8.0435597028e-05
Gyimothy, Tibor ==> 0.000121675940008
Renders, Jean-Michel ==> 6.67167874558e-05
Picca, Davide ==> 3.36348424919e-05
Pruett, Nancy J. ==> 2.82296551793e-05
Schulz, Stefan ==> 4.77581542825e-05
Palmer, Martha Stone ==> 0.00251836926315
Ceroni, Alessio ==> 3.48592119468e-05
Bel, Núria ==> 4.0693485398e-05
Elhadad, Michael ==> 0.000785451351628
Horak, Ales ==> 2.23005916412e-05
Rouaix, Francois ==> 2.05533676743e-05
Alemu Argaw, Atelach ==> 1.90547012626e-05
Horiuchi, Takashi ==> 5.17341957841e-05
Mitchell, Alexis ==> 2.12553784572e-05
Yates, D. M. ==> 0.000213465200637
Maeda, Akira ==> 5.40010683446e-05
Farreres, Xavier ==> 5.97300911636e-05
Neto, João Paulo ==> 2.82071637037e-05
Ginsparg, Jerrold M. ==> 9.53275065126e-05
Knight, Kevin ==> 0.00300754093465
Evans, Chris ==> 2.82291486255e-05
Podvesky, Petr ==> 2.15455814385e-05
Marinov, Svetoslav ==> 0.000151877834756
Nirenburg, Irene B. ==> 0.000116965468616
Kanejiya, Dharmendra ==> 2.72733973129e-05
Ninomiya, Takashi ==> 0.000420320950435
Patten, Terry ==> 2.24764458501e-05
Liu, Rey-Long ==> 7.89101501073e-05
Clifford, James ==> 8.33562817247e-05
Muller, Philippe ==> 0.000129856924644
He, Wei ==> 4.13527408959e-05
Matthews, Eric ==> 2.41233782685e-05
Krogh, Peter ==> 2.65530383164e-05
Staudacher, Peter ==> 3.19046140444e-05
Bryant, Barrett R. ==> 2.44018938726e-05
Beck, David ==> 3.33001204903e-05
Chiang, Tung-Hui ==> 8.6961290912e-05
Sun, Yanli ==> 7.97389526895e-05
Kruengkrai, Canasai ==> 4.80607284284e-05
Muischnek, Kadri ==> 3.22133716461e-05
Cooper, Martin C. ==> 2.29760779747e-05
Marneffe, Marie-Catherine ==> 8.17993204194e-05
Porter, Harry H. ==> 3.60897482628e-05
Torasso, Pietro ==> 0.000110164646122
Gelfond, Michael ==> 2.23539935827e-05
Weikum, Gerhard ==> 4.65087063503e-05
Schossland, Sidney ==> 3.3064292903e-05
