 ==> 0.00201519580503
Kit, Chunyu ==> 0.000330763091505
Gründer, Sabine ==> 1.71196301191e-05
Castillo, Mauro ==> 2.50726048351e-05
Goldberg, Eli ==> 9.15885722656e-05
Zhang, Jianping ==> 6.92453071206e-05
Katz, Graham ==> 0.000162759151275
Van Den Berg, Martin ==> 0.000138307195028
Buschbeck-Wolf, Bianka ==> 9.60435481189e-05
Singh, Satinder ==> 5.06897079506e-05
Akiva, Navot ==> 3.17575262804e-05
Nielsen, Rodney D. ==> 5.95315859487e-05
Jovicic, Slobodan ==> 3.96730534717e-05
Cappe, Olivier ==> 1.87979496715e-05
Tiberi, Melissa ==> 1.73184528186e-05
Williams, Sandra ==> 4.29115726598e-05
Karov, Yael ==> 0.000125161874206
Lin, Dekang ==> 0.00188955775307
Henderson, James B. ==> 0.00038807691076
Álvez, Javier ==> 1.97624941299e-05
Kunze, Manuela ==> 1.93420852136e-05
Ohtani, Akira ==> 4.57343983851e-05
Petukhova, Volha ==> 1.94481972045e-05
Denoual, Etienne ==> 5.36703176226e-05
Derwojedowa, Magdalena ==> 3.86330491702e-05
Sano, Tomohisa ==> 3.86984329714e-05
Ito, Kazunari ==> 1.59188437943e-05
Tarnikova, Yuliya ==> 2.27277370645e-05
Cromier&#232;s, Fabien ==> 3.21184544234e-05
Whitelock, Pete ==> 3.60554075961e-05
Coden, Anni ==> 2.85155799156e-05
Kim, Hyouk-Keun ==> 1.68482233989e-05
Matsuzaki, Takuya ==> 0.000354468577985
Zeldes, Amir ==> 3.54592116614e-05
Helman, Vera ==> 6.55225581119e-05
Zhang, Huibin ==> 2.8551528827e-05
Ribeiro, Ricardo ==> 2.15835339283e-05
Kambhatla, Nanda ==> 0.000556072258076
Entwisle, J. ==> 3.00062510235e-05
Dimitrov, Stanko ==> 3.15542071775e-05
Li, Mu ==> 0.000607625865931
Larson, Ray ==> 1.73713700006e-05
Phan, Steven ==> 3.22400773133e-05
Lavoie, Benoit ==> 0.000324058424131
Pennachin, Cassio ==> 3.44219302325e-05
Peserico, Enoch ==> 6.85799927401e-05
Rieser, Verena ==> 0.000108092477128
Huang, James ==> 2.8692423264e-05
Richardet, Nathalie ==> 3.66431849863e-05
Daugherty, Jeffrey ==> 2.81151914456e-05
Tsujii, Jun'ichi ==> 0.00326478840129
Van Gemert, Jan ==> 2.69849935668e-05
Gao, Weijun ==> 7.93695642377e-05
Kirchmeier-Andersen, Sabine ==> 7.31326783376e-05
Ion, Radu ==> 0.000132468698755
Abe, Yoshiharu ==> 1.7390594589e-05
Shanon, Benny ==> 2.05959134217e-05
Dymetman, Marc ==> 0.000317278653122
Gupta, Anurag ==> 3.13757057089e-05
Spackman, Stephen P. ==> 5.24759236683e-05
Schuman, Jonathan ==> 4.59146641894e-05
Burke, Michael ==> 0.000213531022033
Deguernel, Olivier ==> 2.89673511255e-05
Plamondon, Pierre ==> 4.76740356803e-05
Ghose, Anindya ==> 3.77424243389e-05
Miyabe, Yasunari ==> 2.31611784563e-05
Bemova, Alevtina ==> 4.34489977175e-05
Kielty, John ==> 1.82832219612e-05
De Lima, Erika F. ==> 2.9587528484e-05
Muhlhauser, Max ==> 6.14704981926e-05
Pao, C. ==> 0.000169173637535
Schrementi, Giancarlo ==> 2.44163331703e-05
Niimi, Yasuhisa ==> 3.36590976057e-05
Xu, Jia ==> 0.000141965738514
Ehara, Yo ==> 2.14059209958e-05
Nie, Jiazhong ==> 2.35296194863e-05
Burchardt, Aljoscha ==> 5.71820593052e-05
Barg, Petra ==> 4.83673300785e-05
Raza, Hafsa ==> 2.17729395221e-05
Rizk, Omneya A. ==> 0.000150043480399
Huenerfauth, Matt ==> 5.72828968219e-05
Green, Stephen J. ==> 3.28315053587e-05
Reynolds, Sheila M. ==> 3.83047830421e-05
Farrar, David S. ==> 2.90742256719e-05
Wang, Yilin ==> 2.12029628401e-05
Hahn, Udo ==> 0.00101372637662
Guo, Jun ==> 3.49272510094e-05
Marti, M. Antonia ==> 7.25559834383e-05
Fleischman, Michael ==> 0.000274595826474
Rodríquez, Horacio ==> 2.73928811951e-05
Piccolino Boniforti, Marco Aldo ==> 3.19786219358e-05
Kesseler, Marcus ==> 3.1667163297e-05
Finch, Steven ==> 9.52902582124e-05
Brockmann, Carsten ==> 9.3181823226e-05
Lai, Tom Bong-Yeung ==> 0.000184416356354
Abraham, Maryvonne ==> 2.37477932277e-05
Stymne, Sara ==> 0.000118966942588
Small, Sharon ==> 0.000109933111107
Kanthak, Stephan ==> 0.000125345797799
Tenney, Yvette ==> 2.41436379414e-05
Licheng, Zeng ==> 4.11193354172e-05
McKeever, Kenneth J. ==> 0.000108482254741
Ramani, Arun ==> 2.79803531987e-05
Itoh, Takayuki ==> 2.0668243036e-05
Zhuang, Ziming ==> 2.05065890906e-05
Nayak, Amiya ==> 2.02676421145e-05
Kay, Martin ==> 0.000781926918449
Kassner, Laura ==> 2.16774157423e-05
Sugimura, Ryochi ==> 2.16040958362e-05
Katz, Slava M. ==> 5.69319315051e-05
Jarvinen, Jouni ==> 5.33106747043e-05
Wandmacher, Tonio ==> 3.77672258045e-05
Jadhav, Apurva ==> 2.31480805514e-05
Lonsdale, Deryle ==> 0.000113772016123
Androutsopoulos, Ion ==> 0.000142298506086
Chiang, David ==> 0.00131454793849
Wu, Ming-Wen ==> 0.000101788957329
Zock, Michael ==> 0.000179012356852
Dorow, Beate ==> 0.000108563962294
Peterson, Pat ==> 6.31287491687e-05
Oberoi, Meeta ==> 1.7610643294e-05
Glavitsch, Ulrike ==> 2.69849935668e-05
Subotin, Michael ==> 8.96899763245e-05
Connolly, Dennis ==> 0.000232273651276
Jan, Shyh-Yi ==> 2.97881072922e-05
Lin, Ming-Shun ==> 3.69216107876e-05
Bresnan, Joan ==> 2.91302316546e-05
Poser, William ==> 2.22311679902e-05
Al-Badrashiny, Mohamed ==> 1.61905935749e-05
McCord, Michael C. ==> 0.000321233673837
Lï¿½nneker-Rodman, Birte ==> 3.92084850318e-05
Kimzey, Jim ==> 1.66487523003e-05
Miller, Lance A. ==> 0.000114143761529
Seretan, Violeta ==> 0.000118692538331
Liu, Yang ==> 0.000803972510014
Martínez-Hinarejos, Carlos D. ==> 3.53032403531e-05
Yi, Szuting ==> 0.000116100379781
Lavecchia, Caroline ==> 2.21692047782e-05
Thater, Stefan ==> 0.000212465546989
Neylon, Tyler ==> 7.59289426789e-05
Dinarelli, Marco ==> 6.96985137753e-05
Quirk, Chris ==> 0.000663260215922
Boyd-Graber, Jordan ==> 6.51471960042e-05
Lytel, Eldon G. ==> 4.45902435835e-05
Gergle, Darren ==> 6.37098962021e-05
Kawamori, Masahito ==> 7.15947111393e-05
Carter, David M. ==> 0.000692763965324
He, Nan ==> 2.9744990531e-05
Jones, Mark Alan ==> 2.11192741287e-05
Tsai, Flora S. ==> 2.43300438866e-05
Danlos, Laurence ==> 0.000169212780003
McCardell, Rita ==> 1.64030044375e-05
Ohshima, Yoshiaki ==> 4.49529916518e-05
Veronis, Jean ==> 0.000658690895352
Curtis, Jon ==> 2.68638759651e-05
Seddah, Djame ==> 4.33393760329e-05
Bishop, Kathleen ==> 7.54682921295e-05
Arhar, Špela ==> 1.95566494676e-05
Song, Rou ==> 2.81133713171e-05
Cordeiro, Joao ==> 4.36125035511e-05
Shann, Patrick ==> 4.31253955611e-05
Peral, Jesus ==> 0.000107843293858
Oard, Douglas W. ==> 0.000107512711871
Dahlgren, Kathleen ==> 0.00016528546678
Dhwaj, Arun ==> 3.59611905791e-05
&#262;avar, Damir ==> 4.19773217745e-05
Fass, Dan ==> 0.000192602761889
Bertolo, Stefano ==> 2.68638759651e-05
Itoh, Toshihiko ==> 2.02029898832e-05
Nakagawa, Hiroshi ==> 0.000245146666601
Hayes, Philip J. ==> 0.000486527470833
Matheson, Colin ==> 4.35183224453e-05
Pellom, Bryan ==> 8.27544046383e-05
Dasgupta, Sajib ==> 0.000199602585423
President, Stacy ==> 3.52257968001e-05
Inui, Nobuo ==> 3.34859435538e-05
Boras, Damir ==> 2.28894829892e-05
Gerrish, Joshua ==> 1.80520970329e-05
Maier, Holger ==> 1.74102685461e-05
Laskowski, Kornel ==> 2.09302694103e-05
Xia, Rui ==> 2.82795975013e-05
Wahrolen, Bengt ==> 1.93152962161e-05
Dehdari, Jon ==> 3.73390391137e-05
Bertomeu, Nuria ==> 7.47617542279e-05
Madnani, Nitin ==> 0.000124892761673
Smith, Mark H. ==> 3.43728227496e-05
Reinstein, Gabe ==> 7.18461547873e-05
Popescu, Marius ==> 2.65173663035e-05
Zhao, Qiuye ==> 2.66713473282e-05
Evans, David A. ==> 0.000127329819465
Hashem, Lama ==> 4.3930349547e-05
Ge, Ruifang ==> 0.000116550044413
Ponvert, Elias ==> 3.80692060473e-05
Zhang, Yang ==> 5.08764719433e-05
Colvin Clark, Ruth ==> 3.35373486687e-05
Lim, Chul Su ==> 3.84822409503e-05
Kinzey, Jim ==> 2.5190008526e-05
Jayez, Jacques ==> 3.80496114826e-05
Le Nir, Yannick ==> 0.000118392927996
Shutoh, Tomoki ==> 2.61196231845e-05
Andrzejewski, David ==> 4.46412813339e-05
Liberman, Mark Y. ==> 0.000413810390093
Turchi, Marco ==> 5.12424838449e-05
Noro, Tomoya ==> 3.85612568207e-05
Begum, Rafiya ==> 3.89491517096e-05
Rohini, U. ==> 1.65113909667e-05
Gil, Alexandre ==> 3.83611941328e-05
Jin, Guangjin ==> 1.76144669758e-05
Egg, Markus ==> 6.64519616612e-05
Chan, Samuel W. K. ==> 7.93695642377e-05
Isogai, Shuntaro ==> 2.54726102803e-05
Yamamoto, Mikio ==> 0.000114025061102
Wu, Zhenyu ==> 1.58807066173e-05
Lee, Jung-Tae ==> 3.36176192722e-05
T, Pattabhi R K Rao ==> 2.1808352816e-05
Lee, Hian Beng ==> 0.000232343788005
Prithviraj, Preethum ==> 4.65650998691e-05
Levine, John ==> 7.989816267e-05
Briscoe, Ted ==> 0.00151254673442
Krek, Simon ==> 2.05774507672e-05
Hoang, Hieu ==> 0.000674180081882
Glaros, Nikos ==> 2.0839563103e-05
Covington, Michael A. ==> 0.000119299581285
Gabani, Keyur ==> 2.04769827016e-05
Mackay, Wesley ==> 5.38352034893e-05
Sugiyama, Akira ==> 3.87378540423e-05
Lops, Pasquale ==> 4.49710941284e-05
Song, Zhanjiang ==> 2.91330507287e-05
Dickinson, Markus ==> 0.000237530529539
Fujio, Masakazu ==> 2.72770628789e-05
Murao, Hiroya ==> 4.9804114464e-05
Sebastian, Shaji ==> 2.10250749024e-05
Zinn, Claus ==> 4.28550862258e-05
Birch, Alexandra ==> 0.000524927469814
Koehn, Philipp ==> 0.00315431520999
Ribeiro, Antonio ==> 2.97886531389e-05
Guo, Hong Lei ==> 0.000103837779663
Hoffmann, Marcus ==> 3.61119976047e-05
Heinonen, Oskari ==> 4.85603621663e-05
De Pijper, Jan Roelof ==> 3.53852760174e-05
Schultz, Tanja ==> 0.000162022413226
Devereux, Barry ==> 1.70041647152e-05
Apidianaki, Marianna ==> 0.000127761442694
Zhu, Qiaoming ==> 0.000144848004524
Kondrak, Grzegorz ==> 0.000478783995913
Wang, Zhongjian ==> 2.28382445726e-05
Ramluckun, Mira ==> 1.97224750751e-05
Seki, Yohei ==> 2.07837925671e-05
Andreevskaia, Alina ==> 8.59154339983e-05
Wu, Xian ==> 5.5935425151e-05
Stamatopoulos, Panagiotis ==> 2.88942394726e-05
Morgan, Alex ==> 4.40655858204e-05
Izumi, Tomoko ==> 2.64797237985e-05
Tomita, Junji ==> 2.55752268105e-05
Kim, Won ==> 4.65275331907e-05
Poutsma, Arjen ==> 4.82876013764e-05
Florian, Radu ==> 0.000781238893898
Sak, Ha&#351;im ==> 1.86128149953e-05
Pieraccini, Roberto ==> 0.000159236857249
Hawker, Tobias ==> 1.74755836396e-05
Mueller, Mark-Christoph ==> 2.33063775024e-05
Fernandez, Izaskun ==> 3.63225748063e-05
Marsi, Erwin ==> 0.000448747628673
De Felice, Rachele ==> 4.27040615595e-05
Sjöbergh, Jonas ==> 1.90029972747e-05
Li, Guohua ==> 4.13668801356e-05
Samiotou, Anna ==> 3.12044970264e-05
Roy, Deb ==> 3.81232230242e-05
Koomen, Peter ==> 8.88522767615e-05
Reuer, Veit ==> 3.36204887705e-05
Roland, Douglas ==> 0.000114828009538
Karamanis, Nikiforos ==> 0.00018234710986
Dapkus, Pete ==> 3.33278526012e-05
Steinbrecher, Eric ==> 2.01014163275e-05
F&#252;gen, Christian ==> 2.93389622763e-05
Uryupina, Olga ==> 0.000101854223126
Bickel, Steffen ==> 2.57836148789e-05
Kingsbury, B. ==> 2.02004024483e-05
Mannem, Prashanth Reddy ==> 7.03886529515e-05
Yamashita, Kazuyuki ==> 3.86572705841e-05
Dai, Dawei ==> 1.70130505371e-05
Morin, Jean-Yves ==> 3.33892324928e-05
Feldman, Jerome A. ==> 5.22536670054e-05
Taylor, Ann ==> 3.78654665298e-05
Castillo, Carlos ==> 2.31380822676e-05
Xi, Ning ==> 2.92098948422e-05
Wang, Zhenxing ==> 6.26921704209e-05
Smit, R. A. ==> 3.64558450531e-05
Sayeed, Asad B. ==> 2.42293135007e-05
Zhai, Lufeng ==> 4.22649986311e-05
Paik, Woojin ==> 0.00010002510232
Abekawa, Takeshi ==> 6.05410288972e-05
Mukherjee, Animesh ==> 0.000158809890926
Van Der Kraan, Mark ==> 2.69424198177e-05
Clark, Alexander ==> 0.000318837588051
Haida, Andreas ==> 1.93728596673e-05
Hou, Wen-Juan ==> 7.41158098698e-05
Shuldberg, Kelly ==> 3.71043514172e-05
Renals, Steve ==> 0.000125997833159
Schlenoff, Craig ==> 5.45829966695e-05
S&#230;tre, Rune ==> 3.43353932438e-05
Steinberger, Ralf ==> 8.36585345769e-05
Lee, Jen-Chang ==> 6.35241483864e-05
Peng, Ping ==> 4.82404580946e-05
Polifroni, Joseph H. ==> 0.000550836490726
Cakici, Ruken ==> 4.08126767827e-05
Morse, Emile ==> 1.63703709972e-05
Pylkkonen, Janne ==> 6.62283397081e-05
Burges, Christopher ==> 2.96725970057e-05
Vossen, Piek ==> 0.00018302813474
Syed, Umar ==> 2.35605852212e-05
Schofield, Edward ==> 3.3840068908e-05
Akama, Seiki ==> 2.11082194457e-05
Rahman, Altaf ==> 9.77428708471e-05
Li, Sheng ==> 0.000671547695469
Hemforth, Barbara ==> 1.91353410859e-05
Sydow, Marcin ==> 1.857548727e-05
Crabbe, Benoit ==> 3.52596699464e-05
Rosner, Ran ==> 2.20896856735e-05
Muraki, Kazunori ==> 0.000196488740937
Tam, Yik-Cheung ==> 2.20307176502e-05
Paik, Kyonghee ==> 6.49468697436e-05
Thompson, Craig W. ==> 4.8015720229e-05
Ozaki, Takahiro ==> 1.69269843645e-05
Vesela, Katerina ==> 1.82942961863e-05
Bilange, Eric ==> 8.09501905968e-05
Fox, Barbara ==> 6.01470087146e-05
Jurie, Pierre François ==> 2.49663490025e-05
Westphal, Martin ==> 4.39722132502e-05
Corley, Courtney ==> 4.7919739654e-05
Zhong, Zhi ==> 0.000109629265447
McGlashan, Scott ==> 6.91035782929e-05
Johnson, Michael T. ==> 3.01714455331e-05
Salveter, Sharon C. ==> 2.62500601647e-05
Huang, Minlie ==> 4.74482108217e-05
Daniels, Michael W. ==> 2.35301879692e-05
Colosimo, Marc ==> 3.46287740372e-05
Hasan, Sadid ==> 2.32428510125e-05
Turner, Jenine ==> 8.71119913712e-05
Nettleton, D. J. ==> 5.15521624229e-05
Mooney, Raymond ==> 3.27096374652e-05
Ulrich, Stefan ==> 2.74787787601e-05
Tsao, Nai-Lung ==> 3.47466776179e-05
Malioutov, Igor ==> 9.31769646775e-05
Kashani, Mehdi M. ==> 3.8742490993e-05
Hsu, Wen-Lian ==> 0.00019302415129
Thomas, Markose ==> 2.96095551764e-05
Grigorov, Ilko ==> 2.20073495563e-05
Kataja, Laura ==> 4.89540848011e-05
Crespin, Michael H. ==> 5.52692283962e-05
Larsson, Staffan ==> 4.95167105365e-05
Johnson, Matthew ==> 2.08574059327e-05
Sarkar, Sudeshna ==> 0.000112350922722
Zhang, Wei ==> 4.19316471745e-05
Leser, Ulf ==> 2.65453602635e-05
Aguilera Navarro, Santiago ==> 3.33162364568e-05
Oono, Masaki ==> 1.71932462428e-05
Bramsen, Philip ==> 4.04203646808e-05
Hamburger, Henry ==> 2.92467711539e-05
Lardilleux, Adrien ==> 2.80499874404e-05
Tomko, Stefanie ==> 4.3269686164e-05
Marton, Gregory ==> 2.53313167097e-05
Hiyoshi, Mayumi ==> 2.0026436634e-05
Cohen, Shay B. ==> 0.00013233411411
Ducott, Richard ==> 3.88224912425e-05
Fontan, Lionel ==> 2.74328884503e-05
Ostendorf, Mari ==> 0.000672668275656
Zarrie&#223;, Sina ==> 3.9106647015e-05
Han, Xiwu ==> 5.08117765893e-05
Franz, Alexander M. ==> 6.55883048984e-05
Moore, Johanna ==> 1.81947715463e-05
Oka, Tetsushi ==> 3.13571618485e-05
Sin, KingKui ==> 3.5782119354e-05
Sarner, Margaret H. ==> 1.99061237422e-05
Bronsart, Sebastien ==> 4.54846705972e-05
Fabre, Cecile ==> 5.82021790351e-05
Bridle, John ==> 3.39345316339e-05
Wilbur, W. John ==> 0.000119388264149
Xia, Fei ==> 0.000578020713049
Arifin, S. M. Niaz ==> 6.69390306252e-05
Jaeger, T. Florian ==> 1.87865612499e-05
Le, Viet Bac ==> 4.72132815762e-05
Simov, Alexander ==> 2.44262062179e-05
Vail, Douglas L. ==> 3.44748413379e-05
Koiso, H. ==> 3.21096491293e-05
Bunsecu, Razvan ==> 0.000104944132861
Tugwell, David ==> 3.37488757713e-05
Aist, Gregory ==> 9.09002438228e-05
Andrews, Pierre ==> 2.74595498973e-05
O'Connor, M. Catherine ==> 2.91302316546e-05
Tjaden, Brett C. ==> 0.000101669478392
Mansouri, Aous ==> 6.3607019304e-05
Qu, Shaolin ==> 8.37323551948e-05
Blackwood, Graeme ==> 4.26326304018e-05
Pedersen, Ted ==> 0.000788609405566
Huang, Xuedong ==> 0.000177275920754
Tirpak, Thomas M. ==> 2.66302076596e-05
Agirre, Eneko ==> 0.00111470472194
Jokipii, Lauri ==> 3.99403732469e-05
Schmandt, Linda M. ==> 3.56725186738e-05
Scharl, Arno ==> 2.66286138848e-05
Melero, Maite ==> 4.28325003107e-05
Romeral, Jose D. ==> 2.39947857391e-05
Jang, Tae-Yeoub ==> 2.49006796731e-05
Elming, Jakob ==> 0.000129682619196
Crysmann, Berthold ==> 0.000244256812987
Itamar, Einav ==> 1.81908872223e-05
Kasper, Emilia ==> 4.01887023908e-05
Kim, Jihie ==> 4.64256377879e-05
Kempe, Andre ==> 9.06162505124e-05
Fukushi, Masuru ==> 2.05960294549e-05
Mota, Cristina ==> 0.000101626251551
Castellanos, A. ==> 2.38987002318e-05
Pajas, Petr ==> 7.12663487624e-05
Yang, Lingpeng ==> 3.59732120763e-05
Wen, Juan ==> 1.95382122338e-05
Ghosh, Avishek ==> 3.18724866746e-05
Jabbari, Sanaz ==> 2.21613466332e-05
Wallach, Hanna M. ==> 2.66788498907e-05
Strube, Michael ==> 0.00129293447242
Sumita, Eiichiro ==> 0.0010073793109
Vidulin, Vedrana ==> 2.13953406915e-05
Lin, Shouxun ==> 0.000542276424704
Apel, Ulrich ==> 1.91659979252e-05
Tomkins, Andrew ==> 4.30932826392e-05
Baayen, R. Harald ==> 5.49687003431e-05
Zhu, Gang ==> 1.98445163663e-05
Vassiliou, Marina ==> 2.68694795568e-05
Thompson, Sandra A. ==> 1.71010308755e-05
Zajic, David ==> 0.000105200730897
DegÃ³rski, Åukasz ==> 3.11556109688e-05
Chan, Chiu-Ki ==> 2.70306502384e-05
Hamonic, J. ==> 2.5598998049e-05
Soricut, Radu ==> 0.000339216394808
Moll&aacute;, Diego ==> 7.54294483532e-05
Takemoto, Yoshikazu ==> 2.9298615704e-05
Gelain, Blandine ==> 1.74667207228e-05
Jamison, Emily ==> 2.05702311913e-05
Dolan, Charles P. ==> 6.37017286698e-05
Doucet, Antoine ==> 1.991570698e-05
Emirkanian, Louisette ==> 3.90627484168e-05
Yagi, Tsunekazu ==> 2.18590968174e-05
Hovermale, DJ ==> 4.1427523154e-05
Azzopardi, Leif ==> 1.82995379194e-05
Virga, Paola ==> 9.46565188588e-05
Bicici, Ergun ==> 4.64522647383e-05
Grau, Brigitte ==> 6.70039177061e-05
Zhang, Jian ==> 2.98681446219e-05
Prigent, G. ==> 2.55664642117e-05
Morgan, Jerry L. ==> 2.65868337572e-05
Sicilia-Garcia, E. I. ==> 3.854767567e-05
Mart&#237;nez-Barco, Patricio ==> 2.06012572646e-05
Taylor, Sarah M. ==> 0.000132036845231
Buckley, Mark ==> 2.94357077623e-05
Thanopoulos, Aristomenis ==> 3.14013131409e-05
Schiffman, Rebecca J. ==> 6.28012138312e-05
Sun, Jun ==> 6.30435635932e-05
Nelson, Stuart ==> 7.11250961903e-05
Kuo, Jin-Shea ==> 0.000119427003584
Fry, John ==> 7.987820524e-05
Grannes, Dean ==> 8.80258485601e-05
Moore, Roger K. ==> 2.66934727914e-05
Huang, Jian ==> 5.86281048075e-05
Wang, Haila ==> 5.92626334323e-05
Fernando, Tim ==> 2.15946603164e-05
Blanchon, Herv ==> 4.77029261601e-05
Xiao, Tong ==> 9.04967718842e-05
Brady, Deborah ==> 1.82832219612e-05
Obashi, Fumihiko ==> 9.29953010272e-05
Carbonetto, Peter ==> 2.05623802224e-05
Souflis, Dimitris ==> 1.83036100804e-05
Colaresi, Michael ==> 5.52692283962e-05
Noh, Hyungjong ==> 2.25912441262e-05
Schwartz, Lee ==> 3.46335707701e-05
Sarma, Arup ==> 2.87524808124e-05
Zheng, Jing ==> 6.53595086276e-05
Isahara, Hitoshi ==> 0.00131868302201
Laroui, Abdellatif ==> 2.3102238187e-05
Yuan, Qi ==> 3.58547420872e-05
Chen, Yuqiang ==> 3.57814231865e-05
Dutoit, Dominique ==> 2.6243732774e-05
Nguyen, Minh Le ==> 9.88923672746e-05
Adriaens, Geert ==> 7.42182931846e-05
Van Rantwijk, Joris ==> 4.05192516565e-05
Souza, Jose ==> 2.40431240022e-05
Valtchev, V. ==> 4.29854974163e-05
Polyak, Marat G. ==> 2.5165620717e-05
Shinn, Sandy ==> 4.71343808847e-05
Stoia, Laura ==> 9.39391336176e-05
Mohit, Behrang ==> 5.82472865627e-05
Robertson, Roma ==> 6.13864845464e-05
Poupart, Pascal ==> 2.01942027869e-05
Kuan, Pek ==> 1.6167550754e-05
Cerbah, Farid ==> 8.22538427688e-05
Horiguchi, Keiko ==> 0.000134150758362
Nahamoo, David ==> 2.66447607575e-05
Giguet, Emmanuel ==> 4.85517606469e-05
Maret, D. ==> 2.38236303493e-05
Appelt, Douglas E. ==> 0.000769781034256
Wright, C. E. ==> 2.63704268894e-05
North, Ryan ==> 5.74029143997e-05
Pitel, Guillaume ==> 3.36689684118e-05
Yokoo, Akio ==> 9.14758701473e-05
Cetinoglu, Ozlem ==> 4.57831730375e-05
Chen, Xiaoming ==> 2.46578426396e-05
Yella, Sreeharsha ==> 2.29989962951e-05
Litvak, Marina ==> 2.41924828133e-05
Hanakata, Kenji ==> 4.52397379027e-05
Chen, Kuang-Yu ==> 2.57027062215e-05
Sundheim, Beth M. ==> 0.000443480904037
Tornita, Masaru ==> 3.72848458603e-05
Tillmann, C. ==> 8.99064172646e-05
Nishimura, Masafumi ==> 3.89463963746e-05
Ounis, Iadh ==> 3.79880866003e-05
Lee, Lung-Hao ==> 2.43218326786e-05
Chen, Wenliang ==> 0.000292176022418
Grosjean, Lysiane ==> 2.45563233341e-05
Hetzler, Elizabeth ==> 1.98457935725e-05
Pattabhiraman, T. ==> 2.96151657357e-05
Starke, Ingrid ==> 4.4336257278e-05
Kawahara, Tatsuya ==> 0.000159506964156
Abeille, Anne ==> 0.000368583450801
Mayor, Aingeru ==> 2.32872620429e-05
Fukusima, Takahiro ==> 7.95267950475e-05
Shi, Qinfeng ==> 2.67674860313e-05
Li, Shuyin ==> 2.35586209618e-05
Walter, Sharon M. ==> 2.66057194604e-05
Wise, G. Bowden ==> 5.53226711334e-05
Segond, Frederique ==> 0.000138971793698
Fang, Alex Chengyu ==> 1.83387267965e-05
Evans, Bruce ==> 1.84199736222e-05
Scholer, Falk ==> 8.83432777238e-05
Cornu, Etienne ==> 2.45563233341e-05
Singh, Smriti ==> 6.50336423057e-05
Enright, Jessica ==> 2.15057101028e-05
Schütze, Hinrich ==> 6.71468727756e-05
Khudanpur, Sanjeev P. ==> 0.00050590092216
Chen, Yuquan ==> 4.16308726686e-05
Nagao, Hakoto ==> 4.31867292857e-05
Vilkuna, Maria ==> 2.19098678882e-05
Huang, Sheng-Jie ==> 0.000115566316779
Wilson, Andrew ==> 6.27510582132e-05
Lampouras, Gerasimos ==> 3.7605126817e-05
Lewis, Richard L. ==> 1.59003174542e-05
Rock, Sheila ==> 2.06680913405e-05
Kouylekov, Milen ==> 6.79362871601e-05
Wen-Xin, Wang ==> 3.88021662077e-05
Esposito, Joseph ==> 1.59188437943e-05
Harada, Ken'ichi ==> 2.07837925671e-05
Matthieu, Hebert ==> 1.94092613865e-05
Gan, Kok Wee ==> 4.33331532736e-05
Diaz, JosuKa ==> 2.43750436246e-05
Luca, Ernesto William De ==> 2.87630606603e-05
Wiren, Mats ==> 0.00020866078168
Qiu, Xin Ying ==> 4.36978067668e-05
Bethard, Steven ==> 0.000137961162215
&#199;obanoglu, Onur ==> 1.66665562937e-05
Chang, Echa ==> 2.75080361269e-05
Condon, Sherri ==> 3.11306705933e-05
Pulman, Stephen ==> 4.22349410961e-05
Datskovsky Moerdler, Galina ==> 1.89398440179e-05
Mohammad, Saif ==> 0.000261885101401
Baldewein, Ulrike ==> 5.82236286405e-05
Davis, Brian ==> 2.39494444416e-05
Catizone, Roberta ==> 6.10512545201e-05
Wu, Chung-Hsien ==> 0.000128586817166
Ligozat, Anne-Laure ==> 2.13299875741e-05
Naulleau, Elie ==> 5.42406254827e-05
Khan, Muhammad Aamir ==> 2.7753551645e-05
Tschichold, Cornelia ==> 2.45563233341e-05
Turhan, Cigdem Keyder ==> 2.65873587971e-05
Rocha, Paulo ==> 2.45970502422e-05
Jung, Sung Young ==> 9.39143019346e-05
Shoen, Jay ==> 3.32085734571e-05
Wang, Meng ==> 5.31449082916e-05
Kiem, Hoang ==> 3.00161190187e-05
Fukumoto, Jun'ichi ==> 6.9987238417e-05
Gandhe, Sudeep ==> 5.43249428661e-05
Venkataraman, Anand ==> 3.27883549088e-05
Chen, Yi-Rong ==> 2.87287485699e-05
Paraboni, Ivandre ==> 5.64086736539e-05
Thrun, Sebastian ==> 4.09477652974e-05
Medero, Julie ==> 2.95461366348e-05
Harbusch, Karin ==> 0.000134505693758
Toney, Dave ==> 1.85806125939e-05
Rodriguez-Gianolli, Patricia ==> 3.72528836389e-05
Trandabat, Diana ==> 2.40656839067e-05
Khalilov, Maxim ==> 0.000198795454254
Sugie, Noboru ==> 3.91573817595e-05
Thibaux, Romain ==> 0.000121381075284
Baron, Alex ==> 4.98551933839e-05
Zhang, Haiqin ==> 2.84993038903e-05
Anikst, Mark T. ==> 1.78741567005e-05
Kaljurand, Kaarel ==> 9.64257524291e-05
Heilman, Michael ==> 8.21511824827e-05
Ranchhod, Elisabete ==> 5.72060444589e-05
Hurum, Sven ==> 3.19590690523e-05
Matwin, Stan ==> 2.52752682066e-05
Li, Zhou-Jun ==> 2.13400550517e-05
Delannoy, Jean-Francois ==> 2.29366604504e-05
Mayfield, Elijah ==> 2.01515004276e-05
Ruppenhofer, Josef ==> 0.000131305080978
Deng, Xinyu ==> 2.49768046143e-05
Cassell, Justine ==> 0.000225149241479
