 ==> 0.0272685061979
Kit, Chunyu ==> 0.000504029339336
Burges, Christopher ==> 1.53429680888e-07
Vossen, Piek ==> 0.000110081766425
Syed, Umar ==> 0.0
Schofield, Edward ==> 7.10244784066e-07
Akama, Seiki ==> 1.27449518269e-07
Li, Sheng ==> 0.000263071069556
Hemforth, Barbara ==> 0.0
Sydow, Marcin ==> 0.0
Crabbe, Benoit ==> 9.66667442146e-07
Rosner, Ran ==> 0.0
Muraki, Kazunori ==> 0.000680663366205
Tam, Yik-Cheung ==> 6.20136681186e-10
Paik, Kyonghee ==> 1.82358062167e-05
Thompson, Craig W. ==> 3.51665445554e-06
Vesela, Katerina ==> 0.0
Bilange, Eric ==> 3.98715509562e-05
Fox, Barbara ==> 2.65793544191e-06
Jurie, Pierre François ==> 1.0140936333e-07
Westphal, Martin ==> 1.48310184241e-07
Corley, Courtney ==> 1.8306869798e-06
Zhong, Zhi ==> 5.8849931116e-06
McGlashan, Scott ==> 1.2096055755e-05
Johnson, Michael T. ==> 7.07235554695e-07
Salveter, Sharon C. ==> 1.63923914747e-08
Huang, Minlie ==> 0.0
Daniels, Michael W. ==> 1.49528364027e-07
Colosimo, Marc ==> 1.12592465051e-06
Turner, Jenine ==> 9.74051045525e-06
Nettleton, D. J. ==> 8.62056620707e-06
Ulrich, Stefan ==> 8.9020338163e-08
Malioutov, Igor ==> 6.50300868114e-06
Kashani, Mehdi M. ==> 3.0174955283e-07
Hsu, Wen-Lian ==> 8.20689332774e-05
Thomas, Markose ==> 5.41237506401e-07
Grigorov, Ilko ==> 0.0
Kataja, Laura ==> 1.9775844445e-05
Crespin, Michael H. ==> 3.84807508381e-07
Larsson, Staffan ==> 1.2042786667e-05
Johnson, Matthew ==> 0.0
Sarkar, Sudeshna ==> 0.000187447858073
Zhang, Wei ==> 6.89976398921e-08
Aguilera Navarro, Santiago ==> 1.96081621989e-06
Oono, Masaki ==> 0.0
Bramsen, Philip ==> 5.14978923588e-07
Hamburger, Henry ==> 5.88871166615e-07
Lardilleux, Adrien ==> 2.39622730587e-05
Tomko, Stefanie ==> 1.83729074432e-06
Marton, Gregory ==> 9.92867319903e-08
Hiyoshi, Mayumi ==> 0.0
Cohen, Shay B. ==> 1.16843286355e-05
Ostendorf, Mari ==> 0.00304169582336
Han, Xiwu ==> 4.97687755217e-07
Franz, Alexander M. ==> 1.71976307637e-05
Oka, Tetsushi ==> 1.73669374696e-06
Sin, KingKui ==> 1.08681752075e-06
Sarner, Margaret H. ==> 0.0
Bronsart, Sebastien ==> 5.90688371361e-05
Fabre, Cecile ==> 1.58654947854e-05
Bridle, John ==> 5.23822586883e-09
Wilbur, W. John ==> 6.57741443929e-05
Xia, Fei ==> 0.0016115668158
Arifin, S. M. Niaz ==> 2.66931574904e-07
Jaeger, T. Florian ==> 0.0
Simov, Alexander ==> 9.25852351279e-07
Vail, Douglas L. ==> 2.78451324021e-08
Koiso, H. ==> 2.7977552966e-07
Bunsecu, Razvan ==> 1.52371652961e-05
Tugwell, David ==> 1.22247066748e-06
Aist, Gregory ==> 3.67750931662e-05
Andrews, Pierre ==> 2.23383848166e-07
O'Connor, M. Catherine ==> 3.396396991e-07
Tjaden, Brett C. ==> 1.44899976263e-05
Mansouri, Aous ==> 4.65905842584e-07
Qu, Shaolin ==> 3.98585858711e-05
Blackwood, Graeme ==> 2.804047441e-07
Pedersen, Ted ==> 0.00214503039422
Huang, Xuedong ==> 0.000150083653243
Tirpak, Thomas M. ==> 5.20445370073e-08
Agirre, Eneko ==> 0.0041423866871
Jokipii, Lauri ==> 6.40435503374e-07
Schmandt, Linda M. ==> 2.9100333967e-06
Scharl, Arno ==> 3.30355017672e-10
Melero, Maite ==> 5.86401846564e-07
Romeral, Jose D. ==> 1.3586803113e-08
Jang, Tae-Yeoub ==> 3.42358758635e-09
Elming, Jakob ==> 2.04221796716e-05
Crysmann, Berthold ==> 0.000173173015759
Itamar, Einav ==> 0.0
Kasper, Emilia ==> 4.83130131743e-07
Kim, Jihie ==> 1.19405720888e-06
Kempe, Andre ==> 9.41341796323e-05
Fukushi, Masuru ==> 1.18708192491e-08
Mota, Cristina ==> 0.00109873818147
Castellanos, A. ==> 1.90785217991e-10
Pajas, Petr ==> 3.63986824181e-06
Yang, Lingpeng ==> 4.68872156868e-06
Wen, Juan ==> 3.0494743752e-08
Jabbari, Sanaz ==> 5.81926104372e-08
Strube, Michael ==> 0.00478880078304
Sumita, Eiichiro ==> 0.0030200991076
Vidulin, Vedrana ==> 1.53108185442e-08
Lin, Shouxun ==> 3.03126611757e-05
Apel, Ulrich ==> 5.52583594538e-08
Baayen, R. Harald ==> 3.40400490754e-06
Zhu, Gang ==> 0.0
Vassiliou, Marina ==> 1.8478315665e-07
Thompson, Sandra A. ==> 0.0
Zajic, David ==> 3.16301984825e-05
DegÃ³rski, Åukasz ==> 1.66713034452e-07
Chan, Chiu-Ki ==> 6.87746981181e-08
Hamonic, J. ==> 3.55144117771e-07
Soricut, Radu ==> 0.000241605636912
Takemoto, Yoshikazu ==> 5.47474381901e-07
Gelain, Blandine ==> 0.0
Dolan, Charles P. ==> 7.26981604738e-05
Doucet, Antoine ==> 2.06191314191e-09
Emirkanian, Louisette ==> 7.37609753035e-06
Yagi, Tsunekazu ==> 1.0669743752e-08
Hovermale, DJ ==> 2.74212379529e-06
Azzopardi, Leif ==> 1.55187762343e-08
Virga, Paola ==> 1.70489737623e-05
Grau, Brigitte ==> 3.4647616763e-05
Zhang, Jian ==> 1.97394555276e-06
Prigent, G. ==> 5.07266920324e-08
Morgan, Jerry L. ==> 8.14512495653e-07
Sicilia-Garcia, E. I. ==> 3.91268732347e-06
Taylor, Sarah M. ==> 0.000444918320611
Buckley, Mark ==> 1.24940206551e-05
Thanopoulos, Aristomenis ==> 2.52732800575e-07
Schiffman, Rebecca J. ==> 6.6488542509e-07
Nelson, Stuart ==> 0.0
Kuo, Jin-Shea ==> 6.70892482347e-06
Fry, John ==> 0.000233274480532
Grannes, Dean ==> 6.25872461859e-06
Moore, Roger K. ==> 1.17484775123e-09
Wang, Haila ==> 1.05874324112e-05
Fernando, Tim ==> 5.19656020288e-08
Blanchon, Herv ==> 1.0991001466e-05
Brady, Deborah ==> 9.40360357027e-07
Obashi, Fumihiko ==> 0.000517194552819
Carbonetto, Peter ==> 2.04688417766e-08
Souflis, Dimitris ==> 0.0
Colaresi, Michael ==> 3.84807508381e-07
Noh, Hyungjong ==> 1.92104828081e-08
Schwartz, Lee ==> 1.04121177934e-07
Sarma, Arup ==> 2.49081399847e-06
Zheng, Jing ==> 2.29582858775e-06
Isahara, Hitoshi ==> 0.00558193437944
Laroui, Abdellatif ==> 1.16225390044e-06
Yuan, Qi ==> 2.41141882313e-07
Dutoit, Dominique ==> 5.84038750365e-07
Nguyen, Minh Le ==> 1.70822077449e-06
Adriaens, Geert ==> 0.000287384890084
Van Rantwijk, Joris ==> 6.66387785195e-07
Souza, Jose ==> 1.18378712605e-09
Valtchev, V. ==> 2.74868502515e-07
Polyak, Marat G. ==> 2.20647038611e-09
Shinn, Sandy ==> 1.59604347668e-08
Stoia, Laura ==> 1.60019879876e-06
Mohit, Behrang ==> 6.02630421613e-06
Robertson, Roma ==> 8.29047611426e-06
Poupart, Pascal ==> 4.6387950758e-09
Kuan, Pek ==> 0.0
Cerbah, Farid ==> 4.73237850004e-05
Horiguchi, Keiko ==> 0.000546146308361
Nahamoo, David ==> 3.0828910876e-07
Giguet, Emmanuel ==> 5.53501828377e-05
Maret, D. ==> 1.63598035445e-07
Appelt, Douglas E. ==> 0.00285604306069
Wright, C. E. ==> 4.92287618383e-08
North, Ryan ==> 2.31040676715e-06
Pitel, Guillaume ==> 7.97254816176e-06
Yokoo, Akio ==> 6.63899594926e-05
Cetinoglu, Ozlem ==> 3.1529771598e-06
Chen, Xiaoming ==> 0.0
Yella, Sreeharsha ==> 0.0
Hanakata, Kenji ==> 1.00968865382e-05
Chen, Kuang-Yu ==> 2.21339297566e-07
Sundheim, Beth M. ==> 0.0014468623809
Tornita, Masaru ==> 4.30937487481e-06
Tillmann, C. ==> 1.81073731445e-07
Nishimura, Masafumi ==> 3.23158913961e-07
Ounis, Iadh ==> 8.32233083439e-07
Lee, Lung-Hao ==> 1.18606272846e-07
Chen, Wenliang ==> 5.2017987079e-05
Grosjean, Lysiane ==> 1.95521110887e-06
Hetzler, Elizabeth ==> 0.0
Pattabhiraman, T. ==> 1.72341295911e-06
Starke, Ingrid ==> 2.10363665513e-07
Kawahara, Tatsuya ==> 0.000123023008421
Abeille, Anne ==> 0.000333221339068
Mayor, Aingeru ==> 2.95751368317e-08
Fukusima, Takahiro ==> 1.12661253211e-05
Shi, Qinfeng ==> 0.0
Li, Shuyin ==> 8.54366425013e-10
Walter, Sharon M. ==> 7.0009742558e-07
Wise, G. Bowden ==> 1.94264114882e-05
Segond, Frederique ==> 0.0010851654178
Fang, Alex Chengyu ==> 0.0
Evans, Bruce ==> 0.0
Scholer, Falk ==> 1.23257550874e-05
Cornu, Etienne ==> 1.95521110887e-06
Singh, Smriti ==> 4.1385746505e-06
Enright, Jessica ==> 0.0
Schütze, Hinrich ==> 4.41932042134e-06
Khudanpur, Sanjeev P. ==> 0.00028786030709
Chen, Yuquan ==> 5.85578729205e-06
Nagao, Hakoto ==> 3.42764836022e-06
Vilkuna, Maria ==> 7.25739765758e-09
Huang, Sheng-Jie ==> 2.94224811502e-05
Wilson, Andrew ==> 9.30453718021e-06
Lewis, Richard L. ==> 0.0
Rock, Sheila ==> 0.0
Kouylekov, Milen ==> 1.95147118954e-05
Wen-Xin, Wang ==> 1.73893797292e-06
Esposito, Joseph ==> 0.0
Harada, Ken'ichi ==> 5.76200612218e-10
Matthieu, Hebert ==> 9.7748630293e-09
Gan, Kok Wee ==> 1.89590886927e-06
Diaz, JosuKa ==> 0.0
Wiren, Mats ==> 0.000928377332602
Qiu, Xin Ying ==> 6.72097297103e-06
Bethard, Steven ==> 3.23547281802e-05
Chang, Echa ==> 2.47766263254e-09
Datskovsky Moerdler, Galina ==> 0.0
Mohammad, Saif ==> 7.80057446298e-05
Baldewein, Ulrike ==> 9.84031845555e-07
Davis, Brian ==> 3.47098346446e-07
Catizone, Roberta ==> 2.57280512452e-06
Wu, Chung-Hsien ==> 0.000137424313987
Ligozat, Anne-Laure ==> 5.94639031809e-09
Naulleau, Elie ==> 6.22613529759e-05
Khan, Muhammad Aamir ==> 3.11405335733e-08
Tschichold, Cornelia ==> 1.95521110887e-06
Turhan, Cigdem Keyder ==> 8.79333016088e-07
Rocha, Paulo ==> 0.0
Jung, Sung Young ==> 0.000104182155121
Shoen, Jay ==> 4.79111490189e-06
Kiem, Hoang ==> 6.5298775034e-08
Fukumoto, Jun'ichi ==> 3.53670425236e-05
Gandhe, Sudeep ==> 8.35032872345e-05
Venkataraman, Anand ==> 1.86636602067e-06
Chen, Yi-Rong ==> 4.65542779225e-07
Lopez-Kasten, Dario ==> 1.48659757952e-08
Paraboni, Ivandre ==> 2.45957523729e-06
LUA, KimTeng ==> 1.19038055715e-07
Harbusch, Karin ==> 0.000444726237525
Toney, Dave ==> 0.0
Rodriguez-Gianolli, Patricia ==> 4.59626794636e-07
Khalilov, Maxim ==> 9.31035439721e-07
Sugie, Noboru ==> 6.82716768352e-07
Thibaux, Romain ==> 2.17461201723e-06
Baron, Alex ==> 2.47143915406e-06
Zhang, Haiqin ==> 4.06887413973e-07
Anikst, Mark T. ==> 0.0
Kaljurand, Kaarel ==> 2.29456500102e-05
Heilman, Michael ==> 1.54292566938e-05
Ranchhod, Elisabete ==> 3.23904208065e-06
Hurum, Sven ==> 1.06303981643e-05
Matwin, Stan ==> 3.65210361886e-06
Li, Zhou-Jun ==> 4.47310561147e-09
Delannoy, Jean-Francois ==> 5.14186306541e-07
Ruppenhofer, Josef ==> 1.9287770822e-06
Deng, Xinyu ==> 1.39667384582e-08
Cassell, Justine ==> 0.000642576501152
Fader, Anthony ==> 3.84807508381e-07
Yilmazel, Ozgur ==> 3.07230874827e-07
Taylor, Lita ==> 1.76223503241e-07
David, Anne ==> 8.76641158421e-08
Guzey, Cemaleddin ==> 2.96824552554e-07
Nakao, Koichi ==> 3.69461422021e-08
Wellner, Benjamin ==> 0.000217212295069
Huettner, Alison K. ==> 1.12396152428e-05
Marko, Kornel ==> 1.27646810931e-05
Paliouras, Georgios ==> 5.14315796497e-05
Soica, Emilia ==> 4.12943772089e-09
Teo, Leong Hwee ==> 1.91361668709e-06
Frank, Robert ==> 3.27480581624e-06
Pei, Bingzhen ==> 0.0
Johnson, Helen L. ==> 9.72047676477e-08
Rosenschein, Stanley J. ==> 1.48490279176e-05
Kim, Hiongun ==> 4.78089919869e-06
Sta, Jean-David ==> 1.12158349981e-05
Feldhaus, Anke ==> 0.0
Hewitt, Jill ==> 0.0
Ji, Paul D. ==> 3.61558917627e-08
Mulloni, Andrea ==> 9.68689633992e-10
Vechtomova, Olga ==> 0.0
Drozdzynski, Witold ==> 0.0
Lendvai, Piroska ==> 0.000366017200333
Bekki, Daisuke ==> 0.0
Ranta, Aarne ==> 1.03660215803e-05
Alonso Pardo, Miguel A. ==> 4.84808749976e-08
Petruck, Miriam R. L. ==> 1.79025274222e-06
Banea, Carmen ==> 3.13482421332e-05
Hogan, Christopher ==> 2.31553324983e-06
Chen, Cheng-Der ==> 4.19409118371e-07
Suderman, Keith ==> 9.08603429161e-06
Søgaard, Anders ==> 2.49315460252e-08
Alsamara, Khalid ==> 1.52866095545e-06
Nastase, Vivi ==> 0.0003631191608
Garnier, Sandrine ==> 0.0
Van Den Bosch, Antal ==> 0.00120067820875
Kato, Naoto ==> 2.41055388534e-06
Chotimongkol, Ananlada ==> 4.34183483647e-05
Al-Basoumy, Husein ==> 0.0
Xu, Peng ==> 3.37888776444e-05
Allport, David ==> 6.08992241841e-07
Zapirain, Beñat ==> 1.35944078087e-07
Varile, Giovanni Battista ==> 0.000113565767298
Morrill, Glyn ==> 1.38689191033e-05
Labaka, G. ==> 0.0
Theodorakos, Aris ==> 2.1503405133e-07
Das, Rajib ==> 2.99234735686e-07
Garay-Vitoria, Nestor ==> 2.46606479643e-06
Viegas, Evelyne ==> 0.000124114524602
De Paiva Alves, Eduardo ==> 1.76382141413e-07
Rieder, Sibylle ==> 1.95564983373e-05
Hasida, Koiti ==> 0.000476524993773
Reeves, Ruth ==> 1.08673990422e-05
Cer, Daniel ==> 1.04242292904e-05
Fournier, Rachel ==> 1.20479197181e-07
Sima'an, Khalil ==> 8.86220116909e-05
Rodd, Jennifer ==> 0.0
Cha, Jeongwon ==> 3.49924308588e-05
Steimanno, Friedrich ==> 3.89284515064e-08
Goh, Chooi Ling ==> 1.45888997203e-05
Gimenez, Jesus ==> 1.81077730322e-05
Hong, Munpyo ==> 0.0
Krishna, Gopala ==> 1.16711037386e-08
Moore, Robert C. ==> 0.0146754313934
Cross, Marilyn ==> 4.01043577031e-06
Muller, Christoph ==> 0.000107816523672
Tsuruoka, Yoshimasa ==> 0.000531938804844
Lopez Garcia, Vanessa ==> 0.0
Dean, Jeffrey ==> 2.99652278103e-06
Shei, Wen-Chi ==> 1.90785217991e-10
Schwenk, Holger ==> 6.8988598826e-06
Pretorius, Laurette ==> 0.0
Fulford, Heather ==> 0.0
Lund, Bruce A. ==> 2.39505273395e-05
Hulden, Mans ==> 9.33296219604e-08
Van Der Linden, Erik-Jan ==> 0.000119734431733
Oberlander, Jon ==> 0.000204428126367
Tanaka, Yasuhito ==> 4.58617664438e-09
Hartholt, Arno ==> 7.50806858344e-10
Reeder, Florence M. ==> 0.000109937689268
Ahlsen, Elisabeth ==> 0.000110653320623
Xiang, Bing ==> 2.86464372179e-06
Sibanda, Tawanda ==> 6.06737278877e-06
Hashimoto, Taiichi ==> 2.26551354249e-06
Evans, David Kirk ==> 9.6395690604e-06
Scha, Remko J. H. ==> 0.000425461983387
Yu, Dianhai ==> 4.57353780097e-06
Rappoport, Ari ==> 0.000599962653804
Wentland, Wolodja ==> 5.86131603475e-05
Kim, Jung-Jae ==> 2.9607544104e-06
Amsili, Pascal ==> 9.8092135574e-08
Youd, Nick J. ==> 1.2096055755e-05
Joho, Hideo ==> 2.63726766293e-08
Garnier-Rizet, Martine ==> 0.0
Strassel, Stephanie ==> 1.25018693737e-07
Starner, Thad ==> 3.53786541663e-08
Radzinski, Daniel ==> 4.88832598998e-08
Bender, Oliver ==> 1.63151375802e-05
Nakatsu, Crystal ==> 2.24810608251e-06
Arens, Robert ==> 3.31550758136e-06
San-Segundo, Ruben ==> 2.4335042278e-06
Kulkarni, Anagha ==> 1.10424113926e-06
Robin, Jacques ==> 1.97928670628e-05
Mowatt, David ==> 4.99299022774e-09
Hagert, Goran ==> 7.24890468475e-08
Thamvijit, Dussadee ==> 0.0
Maruyama, Katsuteru ==> 3.44453275937e-07
Hiyakumoto, Laurie ==> 0.0
Tesprasit, Virongrong ==> 0.0
Rosner, Mike A. ==> 7.29629089946e-07
Siroux, Jacques ==> 7.83384173091e-08
Goto, Isao ==> 1.56041473253e-07
Kronfeld, Amichai ==> 2.10894843231e-05
Mendes, Sara ==> 1.25624114508e-06
Stock, Roberta ==> 0.0
Groscot, H. ==> 2.44034574404e-09
Dwehus, Dagmar ==> 6.21630376027e-07
Feng, Zhe ==> 7.91999088941e-07
Granville, Robert Alan ==> 2.55639406924e-05
Shaked, Varda ==> 3.35134812388e-05
Jyh, Paul Wu Horng ==> 3.25130476828e-06
MoszczyÅ„ski, RadosÅ‚aw ==> 2.54262243646e-07
Nirenburg, Sergei ==> 0.00480115414788
Goto, Jun ==> 3.03833534259e-08
Lita, Lucian Vlad ==> 6.83607341209e-05
Li, Shasha ==> 5.29089369331e-08
Jin, Wanying ==> 3.21713026095e-06
Zhang, Xian ==> 5.52479695886e-05
Whitehouse, Kamin ==> 8.29132500929e-07
Tokuhisa, Masato ==> 1.73112033151e-09
Kuebler, Sandra ==> 7.09491775913e-08
Diewald, Nils ==> 1.23629369506e-05
Channarukul, Songsak ==> 1.13041575026e-08
Critz, James T. ==> 0.0
Nogami, Hiroyasu ==> 6.40023224387e-08
Do, Quang ==> 3.68696578071e-07
Kato, Naoki ==> 8.91111813167e-08
Eskin, Eleazar ==> 4.73562694313e-05
Morante, Roser ==> 2.42206804309e-05
Konrad, Karsten ==> 0.0
Yamaji, Yusuke ==> 1.91982997307e-08
Cohen, William W. ==> 0.000135996088383
Sharples, Nigel ==> 3.84796382678e-06
Ferrara, Kathleen ==> 1.99038277495e-06
Sugg, Sonia L. ==> 0.0
Lamjiri, Abolfazl ==> 3.4863925514e-08
Jensen, Karen ==> 0.000881537533934
Mikami, Yoshiki ==> 0.000111354698735
Hasegawa-Johnson, Mark ==> 3.59426285178e-08
Federmann, Christian ==> 2.50708259363e-06
Hunze, Rudolf ==> 4.74218417095e-08
Jain, Alpa ==> 1.50821412137e-06
De Salvo Braz, Rodrigo ==> 1.48046682884e-06
Kron, Elisabeth ==> 1.16598306779e-09
Rhodes, Katherine ==> 1.02868692722e-08
Mitkov, Ruslan ==> 0.000923603763145
Maks, Isa ==> 0.0
Lewy, Nicolas ==> 1.95521110887e-06
Scholtz, Jean ==> 0.0
Issar, Sunil ==> 2.50084719069e-05
Gregory, D. ==> 1.69902484521e-08
Lu, Zhimao ==> 3.75217196522e-07
Kozareva, Zornitsa ==> 5.2880886918e-05
Chen, Huey-Chyun ==> 1.2060923124e-07
Chodorow, Martin S. ==> 0.00395987476684
Kim, Kyoung-Young ==> 1.74404090758e-06
Brew, Chris ==> 0.0010039101204
Guegan, Marie ==> 3.98436652129e-08
Parinee, Muangyunnan ==> 9.37637028102e-07
Libbus, Bisharah ==> 9.40296782854e-08
Yongyuth, Panita ==> 0.0
McEntire, Robin ==> 0.0
Tanaka, Hidehiko ==> 0.000331994404447
Regneri, Michaela ==> 1.34467050023e-06
Van Berkelt, Brigitte ==> 1.18574515171e-05
Dimitriadis, Alexis ==> 3.26008241123e-10
Gawron, Jean Mark ==> 0.000717591724266
Fawcett, Robin P. ==> 1.04727655875e-05
Schneider, Gerold ==> 9.01868063219e-05
Betz, Jonathan ==> 1.75177755185e-06
Ilgen, Marc R. ==> 6.49698850894e-08
Wallis, Michael ==> 2.74453995012e-07
Whittaker, Edward W. D. ==> 1.37271363847e-05
Riley, Michael D. ==> 0.000307778385622
Marc, Daniel ==> 2.6931454922e-07
Foster, George ==> 0.00068948590558
Hunter, Lawrence ==> 0.000424857906619
Plainfosse, Agnes ==> 4.94341655513e-06
Romary, Laurent ==> 0.000654232187575
Lyding, Verena ==> 6.37889032259e-07
Olivier, Patrick ==> 0.0
Kirchmann, Heinz ==> 2.13654264749e-09
Hukari, Thomas E. ==> 2.04674127901e-07
Liu, Xiaohua ==> 1.18245916505e-05
Beckman, Mary E. ==> 3.23117893898e-08
Eguchi, Koji ==> 2.9441396475e-07
Borys, Sarah ==> 5.50726932015e-07
Lerman, Kevin ==> 3.92624096816e-06
Al-Onaizan, Yaser ==> 0.000205586544118
Badran, Ahmed ==> 3.78970050706e-07
Zarri, Gian Piero ==> 2.20656438904e-07
Chen, Berlin ==> 1.51259400745e-07
Solan, Zach ==> 3.5691466626e-08
De Pauw, Guy ==> 7.59976294288e-08
Bork, Peer ==> 1.85818174959e-07
Thyme-Gobbel, Ann ==> 3.35405531066e-07
Kato, Yoshihide ==> 4.54435845939e-08
Takahashi, Tetsuro ==> 1.20724335053e-05
Nicholson, Jeremy ==> 2.59074902393e-06
Li, Yiping ==> 0.0
Karra, Vassia ==> 2.33707121152e-08
Durgar El-Kahlout, Ilknur ==> 4.83839870565e-06
Yoshida, Sho ==> 0.000208104279842
Chu, David ==> 1.22803062457e-06
Pauls, Adam ==> 2.03827489017e-06
Dong, Yuan ==> 1.05874324112e-05
Emami, Ahmad ==> 6.38584226475e-07
Svore, Krysta ==> 1.53429680888e-07
Gilardoni, Luca ==> 5.81546939976e-06
Komatani, Kazunori ==> 5.65986074065e-05
Ilarraza, A. Diaz de ==> 0.0
Fletcher, Ian ==> 7.28724303687e-10
Polzin, T. ==> 2.10115681378e-07
Uchiyama, Kiyoko ==> 0.0
Zhang, Yan ==> 4.10908340684e-07
Richter, Frank ==> 4.87855409848e-07
Coppola, Bonaventura ==> 3.24750548961e-05
Park, Jong C. ==> 0.000323295789478
Church, Kenneth Ward ==> 0.0412810866063
Khaltar, Badam-Osor ==> 1.19292046064e-06
Winter-Thielen, Jutta ==> 1.28166440001e-07
Kano, Yoshinobu ==> 1.06751253364e-07
Moller, Sebastian ==> 0.0
Baron, Don ==> 2.67904984954e-07
Attia, Mohammed ==> 8.53642597144e-06
Cammisa, Marco ==> 7.41529983348e-07
Ogawa, Yasuhiro ==> 1.31347351448e-06
Mittrapiyanuruk, Pradit ==> 0.0
Hasegawa, Takaaki ==> 5.74140424155e-06
Clarke, Charles L. A. ==> 1.40517556553e-05
Daland, Robert ==> 2.47766263254e-09
Osborne, Miles ==> 0.00121394608059
Lee, Gary Geunbae ==> 0.00216616787513
Tait, John Irving ==> 9.77465146243e-07
Sekiguchi, Youichi ==> 0.0
Zabludowski, Margalit ==> 7.39397664659e-07
Christoudias, C. Mario ==> 2.12379144246e-07
Shirai, Katsuhiko ==> 9.38788897937e-07
Abascal, Julio G. ==> 2.46606479643e-06
Daz, David ==> 0.000120763818448
Inui, Kentaro ==> 0.00077547259271
Lyon, Richard F. ==> 0.0
Reiter, Ehud ==> 0.00307945775741
Oates, Tim ==> 0.0
Novak, Hans-Joachim ==> 2.40035680998e-07
Blaheta, Don ==> 8.85004373087e-06
Ranaivo-Malancon, Bali ==> 0.0
Kupsc, Anna ==> 4.58955509096e-06
Huang, Jin ==> 1.59668207717e-07
Keim, Greg A. ==> 7.55811027855e-08
Matos, David Martins de ==> 1.09855494116e-07
Lu, Wei ==> 6.34709403578e-08
Evert, Stefan ==> 4.08270715764e-05
Clancey, William J. ==> 0.0
Clark, Herbert H. ==> 0.000444820511947
Genereux, Michel ==> 4.5421140797e-08
Lin, Chi-San Althon ==> 1.64289023403e-06
Nishiokayama, Shigeyuki ==> 2.58161909343e-07
Pennington, Christopher A. ==> 0.0
Davulcu, Hasan ==> 1.70559422018e-07
Ferrari, Stephane ==> 2.48112060718e-08
Menezo, Jacques ==> 2.94097249983e-06
Yang, Zooil ==> 3.72975189487e-07
Voorhees, Ellen M. ==> 0.00100525670922
Shimazu, Akira ==> 0.000968616990469
Cochard, Jean-Luc ==> 1.93756258226e-07
Vauthey, Barbara ==> 3.12578056221e-06
Wang, Xinhao ==> 8.50629033982e-06
Schmauks, Dagmar ==> 7.31065625625e-06
Hatvani, Csaba ==> 2.02777247449e-08
Rounds, William C. ==> 0.000114581150928
Cartier, Emmanuel ==> 0.0
Giménez, Jesús ==> 2.27890260736e-07
Yeh, Jui-Feng ==> 4.08373817402e-05
Kim, Seonho ==> 3.24278693224e-05
Torres, M. Ines ==> 1.83345341039e-06
Mareuil, Philippe Boula de ==> 0.0
Stibler, Kathleen ==> 0.000221341991278
Tsai, Wang-Ju ==> 1.49402232121e-06
Morency, Louis-Philippe ==> 1.78076982858e-08
Loos, Berenike ==> 0.000324512062441
Ball, Julian ==> 1.55968640635e-08
Koike, Chimato ==> 1.23029801117e-06
Hirohata, Kenji ==> 6.77786086611e-06
Mulkar, Rutu ==> 1.30941587566e-06
Mirroshandel, Ghassem ==> 1.60490139806e-10
Fiscus, Jonathan G. ==> 0.000279628761322
Arregi, Olatz ==> 6.40620775729e-09
Reiter, Nils ==> 1.97796298373e-07
Passarotti, Marco ==> 0.0
Ferrari, Giacomo ==> 8.10468174441e-06
Barbu, Eduard ==> 0.00018428898808
Creutz, Mathias ==> 0.000211134482691
Gibert, Karina ==> 0.0
Zhang, Kevin ==> 1.79489098844e-06
Prins, Robbert ==> 0.0
Reimann, Dorothee ==> 0.0
Lin, Jimmy ==> 0.000735205962373
Hara, Masami ==> 3.38426938871e-09
Fang, Hui ==> 5.40311297194e-09
Backofen, Rolf ==> 6.73106114075e-05
Braun, Gunter ==> 0.0
Manning, Brian ==> 1.60450282025e-07
Blin, Laurent ==> 2.19872345496e-07
Vergne, Jacques ==> 1.65177508836e-08
Smith, Tony C. ==> 1.75901383507e-06
Schank, Roger C. ==> 6.30740881035e-05
Matthiessen, Christian M. I. M. ==> 3.22778873717e-05
Churcher, Gavin E. ==> 0.0
Wu, Zhibiao ==> 1.45740804767e-05
Fletcher, William H. ==> 1.88245046253e-08
Bordag, Stefan ==> 1.12384312692e-06
Kageura, Kyo ==> 0.000581601319074
Doi, Norihisa ==> 3.52921797627e-07
Paul, Patrick ==> 6.72085110855e-08
Bach, Nguyen ==> 3.55245415489e-06
Artiles, Javier ==> 4.36840059124e-05
Brown, Gretchen P. ==> 1.86861505632e-06
Gerstenberger, Ciprian ==> 1.61704451047e-06
Brennan, Susan E. ==> 0.000755152432959
Maguire, Peter ==> 7.28724303687e-10
Eagle, Nathan ==> 3.99782615866e-06
Yang, Gijoo ==> 1.65157043516e-06
Luckhardt, Heinz-Dirk ==> 0.000221341991278
Huiming, Duan ==> 4.44327814768e-08
Dahl, Veronica ==> 0.000131856506951
Chen, Dongdong ==> 2.54361295853e-06
Gungordu, Zelal ==> 5.08358992159e-08
Ramos-Santacruz, Mila ==> 6.07425487511e-06
Atlam, El-Sayed ==> 0.0
Hamon, Olivier ==> 0.0
Omi, Yoshie ==> 1.9138566044e-09
Li, Bin ==> 7.71088316928e-09
Grishman, Ralph ==> 0.0210142411383
Nagata, Masaaki ==> 0.00215921389024
Levin, Lori S. ==> 0.00165703271361
Adda, Gilles ==> 1.56584660057e-05
Sangster, Barbara C. ==> 0.0
Abney, Steven P. ==> 0.00199552726663
